"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AQT62048.1",867.4047981476,-5.18195436718743,1.13872142434403,-4.55067785360458,5.34733653313893e-06,0.000449513808299051
"APZ48088.1",282.141284316632,-5.18080656780436,1.03112307656032,-5.02443082263935,5.04927757141492e-07,6.3563119596772e-05
"ANR69582.1",393.462895083086,-5.17336762978649,0.691794029395795,-7.47819063183424,7.53528407805532e-14,7.94438720945974e-11
"ABJ81932.1",2970.99956798981,5.13700050225564,0.900404437108406,5.70521455753017,1.16196627998717e-08,2.27916533197794e-06
"AEO58921.1",2861.33166416229,5.13062311709071,1.20044746574118,4.27392556818216,1.92061173701831e-05,0.00118241456889962
"AAQ12660.1",345.465510303538,-5.13028215051879,1.31275938058466,-3.90801408574504,9.30578821528733e-05,0.00403115510124214
"ACR76485.1",900.172703916277,-5.12430382057053,1.03540837458813,-4.94906545700762,7.4570667174492e-07,8.81711024072977e-05
"AIX72400.1",3104.43761621464,5.11073790150961,1.03203151659612,4.95211417415428,7.34115086290965e-07,8.72080470817854e-05
"AFC31541.1",592.053548317925,-5.09608033991441,0.70467837962171,-7.2317818841698,4.76697396805599e-13,3.48132007375667e-10
"AGL16994.1",7019.2857685904,5.08985410483146,0.730779802290807,6.96496275468489,3.28490644788242e-12,1.88904517842656e-09
"AKH81615.1",12262.9748324976,5.08585702150098,0.784775130295737,6.48065519046763,9.13251647007103e-11,3.00103979535334e-08
"AAZ61138.1",1775.56840167335,-5.07595899504999,1.00818291203998,-5.03475999685334,4.78447894063158e-07,6.05308353174004e-05
"CAK41095.1",245.108338107215,5.0360101596094,1.13628477935233,4.43199649517427,9.33645358634319e-06,0.000704909662738536
"ACL76949.1",120.438181029237,5.01621844589358,0.557533365737973,8.99716277832792,2.3162598581968e-19,9.7680538653256e-16
"ACF81165.1",1378.23211834729,5.01387247114386,1.09269610528909,4.58853330479964,4.46371100658396e-06,0.00038812810858967
"AJF71746.1",10683.0262979295,5.0059010833631,1.01730651042205,4.92074024109637,8.62174969513795e-07,9.9614672390902e-05
"AHZ67757.1",690.951273908894,-4.99471426642772,1.14511106101998,-4.36177278907671,1.29012811248322e-05,0.000882273287301704
"ACE85112.1",2296.76740746,4.97390843766529,1.16035862733232,4.2865268723863,1.81488257225806e-05,0.00115535217440475
"AET59923.1",152.817143162464,-4.96987995274414,1.13134801987341,-4.39288341468987,1.118571188561e-05,0.00079727343053969
"AFH63886.1",579.554801336979,-4.95030007364832,0.734523094181984,-6.7394750592033,1.58959877222893e-11,6.28462777089197e-09
"AEI43954.1",1171.43624632266,-4.9306179931095,0.697711748689596,-7.06684100184627,1.58500379403871e-12,9.99696995572788e-10
"BAD25039.1",4418.57377265271,4.92661316637135,1.11516757972369,4.41782316483058,9.96999366716994e-06,0.000741972793412944
"ABB33033.1",726.544133613267,4.91226205741124,1.05490989156361,4.65657028784722,3.21520544254215e-06,0.000299096850414133
"ACX83674.1",733.045657934693,-4.90897388196289,1.22387055699689,-4.01102375892468,6.04560253983929e-05,0.00290269224033309
"ADI18519.1",1268.87516171748,-4.90402321038107,0.725682107074052,-6.75781194351625,1.40091194126112e-11,5.81102866389017e-09
"ABP84474.1",2862.79957273948,4.89875787158013,0.945970660594135,5.17855159324219,2.23615234901713e-07,3.0420087573753e-05
"AEM77594.1",138.41035621885,4.89622046850465,1.27683484560268,3.8346544859477,0.000125740922714567,0.00508246416525032
"ABR38886.1",159.324885276407,4.8908104839432,1.13716391007648,4.30088436733298,1.70117818443338e-05,0.00109808447961015
"AJE39240.1",1494.7255814019,4.88984789603253,1.13268754604937,4.31703157069882,1.58141546730556e-05,0.00103664651733763
"ADV44431.1",101.051459907236,-4.87051607759874,1.26806257608958,-3.84091145771238,0.000122578325555757,0.00500117173658123
"AJI95063.1",335.040277109659,4.86598464001478,0.880759784618753,5.52475797032568,3.29940121622826e-08,5.64086141717728e-06
"AFH63139.1",479.309420590971,-4.86284940438707,0.834109444868497,-5.829989618633,5.54308242362691e-09,1.16880512137526e-06
"CCA66590.1",772.526778876201,4.83604496995021,1.28329001606675,3.76847392982341,0.000164248635475071,0.00637420739789221
